
# **************** Reading GerdaMalaperis.txt
esprimi|4659|esprim-i|La vojo ŝajnas longa, kiam oni silentas la tutan tempon. Linda estas parolema. Krome, ŝi deziras ricevi informojn pri sia stranga kunulo. Ŝi do tute ne ŝatas tiun longan silentadon. Kial ne provi denove? Ŝi decidas, ke ŝi rekomencos paroli. Se li ne ŝatos, nu, li esprimos sian malŝaton, kaj ili plu veturos senvorte, kaj la vojo plu ŝajnos longega.|esprim -  express (by word, gesture, etc.)<br>i - termination of the infinitive in verbs<br>
tomato|2433|tomat-o|“Se li iros piede, eble li vidos min, verŝajne li vidos min. Li suspektos, ke mi lin sekvas. Li turnos sin al mi. Mi ektimos. Mi paliĝos, aŭ mia vizaĝo iĝos ruĝa kiel tomato. Jes. Mi konas min. Mi paliĝos kaj tuj poste ruĝiĝos. Ĉiaokaze, mi maltrankviliĝas. Jam nun mi maltrankviliĝas.|tomat -  tomato<br>o - ending of nouns (substantive)<br>
brui|10482|bru-i|Kaj jen aŭdiĝas paŝoj. Bob saltas sub la liton, provas rapide trovi ne tro malkomfortan pozicion sub la lito. “Ne brui,” li diras al si, “plej grave, plej necese estas ne brui!”|bru -  noise<br>i - termination of the infinitive in verbs<br>
kvazaŭ|533|kvazaŭ|Lia mano revenas, tute diskrete, kvazaŭ tute nature.|
kono|12071|kon-o|“Ĝi estas skribita en la Speciala Lingvo de la Frataro, sed certe homoj troviĝos, kiuj ĝin povos kompreni. La Trezoro konsistas el la arto praktike apliki kaj defendi la Veron, la Justecon, la Dignecon, la Respekton al ĉiu homo, la Interkomprenon, la Honestecon, la Amon, la Kompatemon kaj la Konon de si mem kaj de sia ĝusta loko.|kon -  know, recognize, be acquainted with (as a person, etc.)<br>o - ending of nouns (substantive)<br>
terure|8860|terur-e|“Patrino, patrineto mia, mi petegas vin. Faru, kion ili volas. Ili kaptis min. Mi ne scias, kie mi estas. Estas terure. Mi timas. Mi tiom deziras reiri hejmen. Mi petegas vin, faru tion, kion ili deziras. Se ne, ili faros malbonon al mi. Ili ne diris, kion. Ili ne volas diri. Sed mi scias, mi sentas, ke estos terure. Kompatu min, kara, kara patrino. Kompatu vian filinon. Mi timegas, rapidu, ke plej frue ili liberigu min. Ili ne volas, ke mi parolu pli longe, sed mi havas paperon kaj plumon, kaj mi tuj skribos leteron al vi. Mi nur petegas: obeu ilin!”|terur -  terror, horror, fright<br>e - ending of adverbs<br>
indikita|11097|indik-it-a|La loko indikita troviĝis ĉe la piedo de monto, en kaverno, kie, videble, neniu paŝis jam de jaroj.|indik -  indicate<br>a - termination of adjectives<br>
mil|7357|mil|Ĉefe, kia bruo! Ŝajnis, ke ili rompas mil glasojn samtempe, dum cent viroj kune kriaĉas, kaj dek muzikistoj provas kune superi la bruon de la telera milito.|
institucio|12449|instituci-o|“Ke ĝi transiru al iu Muzeo aŭ Ŝtata Institucio.”|instituci -  institution<br>o - ending of nouns (substantive)<br>
malgrasulo|10505|mal-gras-ul-o|Envenas la gardanto, la aĉa malgrasulo, kiu, per siaj vortoj pri manĝo, tiom suferigis Gerdan. Sed ĉi-foje ŝi povos kontentigi lin. Kia plezuro!|mal -  denotes opposites<br>gras -  grease, fat<br>ul -  [sufikso] person noted for…<br>o - ending of nouns (substantive)<br>
graveco|13810|grav-ec-o|Ripetadi en malsamaj kuntekstoj. Radiko, vortero aŭ lingva strukturo asimiliĝas des pli senpene, ju pli ofte ĝi ripetiĝas, ĉefe se oni atentas la gravecon ree prezenti ĝin precize en la momento kiam, ne uzate dum iu tempo-spaco, ĝi emus forgesiĝi. Tiu principo estis observata. Espereble la legantoj bonvolos pardoni la kelkfoje nenaturajn ripetojn, stile ne tre belajn, kiujn la teksto pro tio enhavas.|grav -  important<br>ec -  denotes qualities<br>o - ending of nouns (substantive)<br>
kadro|12867|kadr-o|“La frato de Marta plurfoje vizitis min, antaŭ kelkaj monatoj. Li provis igi min traduki por li la dokumenton. Sed kiam mi demandis, de kie li ricevis ĝin, li hezitis, iom paliĝis, ne respondis tuj, kaj mi komprenis, ke li ne agis honeste. Mi memoris la vortojn de Prof. Kosadi, kaj malakceptis kunlabori. Sed li revenis unufoje, dufoje, trifoje. Mi ĉiufoje rifuzis. Kiam mi poste ricevis inviton instrui pri malnovaj sekretaj lingvoj en la kadro de kurso de Prof. Ronga, mi tute ne imagis, ke estas rilato inter Ronga kaj la junulo, kiu tiel ofte venis al mia hejmo insisti, por ke mi traduku la paperon pri l' trezoro.”|kadr -  a frame<br>o - ending of nouns (substantive)<br>
enhavi|13257|en-hav-i|Ĉi tiu libreto estas nur unu el la 3, kiuj kune konsistigas la tutan kursmaterialon. La kurso ja enhavas:|hav -  have<br>i - termination of the infinitive in verbs<br>
kirurgia|12200|kirurgi-a|“Proksimume. Kiam Marta estis flegistino en la hospitalo, ŝi ĉeestis kirurgian operacion de historiisto, Prof. (= Profesoro) Kosadi. Kiam ĉi-lasta estis duone dormanta duone vekiĝanta, li parolis nekonscie pri la trezoro de la Lumoserĉantoj. Li diris, ke temas pri malnova societo, elita, tre riĉa, pri kies trezoro li eksciis hazarde legante en la Vatikana Biblioteko.”|kirurgi -  surgery<br>a - termination of adjectives<br>
trifoje|12849|tri-foj-e|“La frato de Marta plurfoje vizitis min, antaŭ kelkaj monatoj. Li provis igi min traduki por li la dokumenton. Sed kiam mi demandis, de kie li ricevis ĝin, li hezitis, iom paliĝis, ne respondis tuj, kaj mi komprenis, ke li ne agis honeste. Mi memoris la vortojn de Prof. Kosadi, kaj malakceptis kunlabori. Sed li revenis unufoje, dufoje, trifoje. Mi ĉiufoje rifuzis. Kiam mi poste ricevis inviton instrui pri malnovaj sekretaj lingvoj en la kadro de kurso de Prof. Ronga, mi tute ne imagis, ke estas rilato inter Ronga kaj la junulo, kiu tiel ofte venis al mia hejmo insisti, por ke mi traduku la paperon pri l' trezoro.”|tri -  three<br>foj -  time (e.g. three times etc.)<br>e - ending of adverbs<br>
akompani|14011|akompan-i|La kursgvidanto decidos mem, kiel organizi sian instruadon, utiligante la du libretojn, kiuj akompanas ĉi tiun (vidu paĝon 61 pri akompanaj libroj).|akompan -  accompany<br>i - termination of the infinitive in verbs<br>
espereble|13835|esper-ebl-e|Ripetadi en malsamaj kuntekstoj. Radiko, vortero aŭ lingva strukturo asimiliĝas des pli senpene, ju pli ofte ĝi ripetiĝas, ĉefe se oni atentas la gravecon ree prezenti ĝin precize en la momento kiam, ne uzate dum iu tempo-spaco, ĝi emus forgesiĝi. Tiu principo estis observata. Espereble la legantoj bonvolos pardoni la kelkfoje nenaturajn ripetojn, stile ne tre belajn, kiujn la teksto pro tio enhavas.|esper -  hope<br>ebl -  able, possible<br>e - ending of adverbs<br>
pravigi|4249|prav-ig-i|“Ĉu mi ankaŭ voku la policon?” ŝi diras. “Li ja ricevis baton, baton sufiĉe fortan, por ke li iĝu senkonscia. Laŭ mia opinio, tio pravigas, ke oni venigu la policon. Ĉu vi ne konsentas?”|prav -  right, correct (to be right)<br>ig -  to cause to be<br>i - termination of the infinitive in verbs<br>
frataro|11973|frat-ar-o|Ĉi tie kuŝas la Trezoro de la Lumo. Pro la daŭra persekutado, la Sankta kaj Sekreta Frataro de la Lumoserĉantoj baldaŭ ĉesos ekzisti. Sed ĝia Spirito plu vivos. Iun tagon, homoj retrovos la Sanktajn Principojn kaj rekomencos ilin apliki. Por ili estas ĉi tie kaŝita la Trezoro de la Lumo.|frat -  brother<br>ar -  a collection of objects<br>o - ending of nouns (substantive)<br>
malakcepti|8031|mal-akcept-i|“Ne. Verŝajne li ne suspektis, ke iu suspektos ion. Kiam ŝi petis, ke li veturigu ŝin, tio al li ne plaĉis, sed li verŝajne opiniis, ke estos eĉ pli suspekte malakcepti ŝin.”|mal -  denotes opposites<br>akcept -  accept, receive<br>i - termination of the infinitive in verbs<br>
troviĝi|3526|trov-iĝ-i|Sed nun Tom malŝatas la aventuron. Li sin demandas, kial li sentas tiun flegistinon nefidinda. Li preferus silenteman, grav-aspektan sinjorinon. Tiu ĉi ne aspektas tre zorgeme, kaj li ne trovas ŝin atentema pri liaj demandoj. Verdire, li opinias ŝin ema fuŝi sian laboron. Li timas, ke ŝi ofte agas fuŝe. Fuŝemaj homoj ekzistas en la mondo. Kial tiu tro parolema flegistino ne estus unu el ili? Ĉu li mispaŝis, kiam li turnis sin al ŝi? Sed al kiu alia li povus sin turni? Ŝi estis la sola flegistino, kiu troviĝis en la universitato. Aŭ ĉu li mispensas?|trov -  find<br>iĝ -  to become<br>i - termination of the infinitive in verbs<br>
flug-haveno|10981|flug-haven-o|Baldaŭ venis la policanoj, por ilin liberigi. Gerda reiris hejmen, al ŝiaj filino kaj edzo. Sed Bob rapidis al la flug-haveno. Li volis ĉeesti kun Linda kaj Tom, kiam la policano arestos la kaptintojn de Gerda.|flug -  fly (vb.)<br>haven -  port, harbor<br>o - ending of nouns (substantive)<br>
bedaŭri|5112|bedaŭr-i|“Vere, vi estas tre bonkora. Mi ege bedaŭras, ke mi ne povas jesi al via propono. Sed, kiel mi jam diris, miaj zorgoj koncernas aferojn, pri kiuj mi ne rajtas rakonti. Nu, jen ni alvenas. Kie vi deziras, ke mi lasu vin?”|bedaŭr -  regret, be sorry for<br>i - termination of the infinitive in verbs<br>
trinko|7224|trink-o|Mi miras pri la grava loko, kiun konsideroj pri manĝo kaj trinko okupas en via spionraporto. Mi atendis aventurojn, sed venas ĉefe menuoj.|trink -  drink<br>o - ending of nouns (substantive)<br>
riparisto|3948|rip-arist-o|“Mi ne ŝatas la ideon, ke mi devos venigi ripariston, mekanikiston,” ŝi diras. “Mi tute ne ŝatas aŭtojn, fakte. Mi havas veturilon, ĉar estas tre oportune, sed mi ne ŝatas aŭtojn.”|rip -  rib<br>o - ending of nouns (substantive)<br>
precipe|13436|precip-e|estas svisa civitano, kies infaneco disvolviĝis en Belgio. Li studis en la Interpretista Lernejo de Ĝeneva Universitato, kaj fariĝis tradukisto/protokolisto ĉe UN (Novjorko), kaj poste ĉe Monda Organizo pri Sano (Ĝenevo). Studinte psikologion, li forlasis la tradukan profesion kaj trejniĝis kiel psikanalizisto kaj psikoterapeŭto. Dum dek jaroj post lia eksiĝo el M.O.S., tiu institucio tamen pludungis lin ĉiujare por kelksemajnaj misioj jen en Afriko, jen en la Pacifika Insularo, jen – kaj precipe – en Ekstrem-Oriento.|precip -  principal, chief, above all<br>e - ending of adverbs<br>
voĉeto|5951|voĉ-et-o|Vekis ŝin infana voĉo. Ĝi venis el iu alia ĉambro, en la sama domo, tute certe. Ĝi diris: “Neniam diru nek al via patro, nek al via patrino, ke ni venis en la forlasitan domon. Estas malpermesite ludi ĉi tie. Se ili scius...” Alia voĉeto respondis: “Mi neniam diros. Nek al mia patro, nek al mia patrino. Ne havu zorgojn. Neniam oni scios, ke ni venis ludi ĉi tie.”|voĉ -  voice<br>et -  denotes dimunition of degree<br>o - ending of nouns (substantive)<br>
demandado|8091|demand-ad-o|“Interese! Plej interese! La gefratoj eble kunlaboras en iu malhonesta agado. Kion ili respondas al via demandado pri tiuj strangaj okazaĵoj?”|demand -  ask (a question), enquire<br>ad -  denotes duration of action<br>o - ending of nouns (substantive)<br>
devo|8511|dev-o|Li ŝajnigas sin afabla, sed estas io tre aĉa en lia vizaĝa esprimo. Gerda sentas sin pli kaj pli malforta. Estas varme en ĉi tiu ĉambraĉo, kio ne estas facile elportebla. Krome, ŝi malsatas, kaj la vido de tiu pomo kaj de tiu oranĝo estas vere suferiga. Kaj tamen ŝia devo estas diri «ne».|dev -  duty, obligation; ought, must<br>o - ending of nouns (substantive)<br>
kapo|2016|kap-o|Nu, mi tuj iros informi ilin. Restu ĉi tie kun ŝi. Sed ni unue metu ŝin pli bone, ke ŝi kuŝu komforte, kun la piedoj pli altaj ol la kapo.|kap -  head<br>o - ending of nouns (substantive)<br>
dankegi|9939|dank-eg-i|“Ho, mi dankas, mi dankegas vin. Via diro ŝanĝas mian tutan vivon. Sed diru: kiel vi alvenis ĉi tien? Kiel vi malkovris, ke ili tenas min enŝlosita en ĉi tiu domaĉo?”|dank -  thank<br>eg -  denotes increase of degree<br>i - termination of the infinitive in verbs<br>
senmanke|10111|sen-mank-e|“Vi rakontos al mi. Ĉion, senmanke,” ŝi diras al la du knaboj, elirante.|mank -  lack<br>e - ending of adverbs<br>
sendi|1952|send-i|Ni devas informi la aŭtoritatojn. Tuj. Mi iros. Ili eble decidos voki doktoron, kuraciston, kaj almenaŭ tuj sendos flegistinon. Certe estas flegistino en ĉi tiu universitato, ĉu ne?|send -  send<br>i - termination of the infinitive in verbs<br>
motivado|13701|motiv-ad-o|Motivi la lernanton. La ĉefa faktoro en la sukceso de lingvo-lernado estas la motivado. Por tiun favori, la libro prezentiĝas kiel aventur-romano, en kiu jam en la dua ĉapitro atento-kapta okazaĵo tiklas la scivolemon kaj instigas la lernanton legi plu.|motiv -  motive, reason, cause<br>ad -  denotes duration of action<br>o - ending of nouns (substantive)<br>
ki|180|???|Estas fakto. Nur vi estas bela, Linda. Mi estas sincera. Venu kun mi!|
infana|5896|infan-a|Vekis ŝin infana voĉo. Ĝi venis el iu alia ĉambro, en la sama domo, tute certe. Ĝi diris: “Neniam diru nek al via patro, nek al via patrino, ke ni venis en la forlasitan domon. Estas malpermesite ludi ĉi tie. Se ili scius...” Alia voĉeto respondis: “Mi neniam diros. Nek al mia patro, nek al mia patrino. Ne havu zorgojn. Neniam oni scios, ke ni venis ludi ĉi tie.”|infan -  child<br>a - termination of adjectives<br>
mirigi|3766|mir-ig-i|“Pardonu min, sed mi ne sukcesus rebonigi la aferon, eĉ kun plej granda bonvolo. Pri mekaniko mi scias nenion. Ĉiam mi miras vidi, ke veturiloj entute funkcias. Kiam mi vidas motoron, ĉiam mirigas min, ke tia ŝajne senorda aranĝo de pecoj kaj objektoj igas aŭton iri. Mi...”|mir -  wonder, marvel<br>ig -  to cause to be<br>i - termination of the infinitive in verbs<br>
ŝlosilo|5642|ŝlos-il-o|Ŝi iris al la pordo. Ĝi estis ŝlosita, kaj ŝlosilo nenie videblis.|ŝlos -  lock, fasten<br>il -  instrument<br>o - ending of nouns (substantive)<br>
elportebla|8487|el-port-ebl-a|Li ŝajnigas sin afabla, sed estas io tre aĉa en lia vizaĝa esprimo. Gerda sentas sin pli kaj pli malforta. Estas varme en ĉi tiu ĉambraĉo, kio ne estas facile elportebla. Krome, ŝi malsatas, kaj la vido de tiu pomo kaj de tiu oranĝo estas vere suferiga. Kaj tamen ŝia devo estas diri «ne».|port -  carry<br>ebl -  able, possible<br>a - termination of adjectives<br>
emi|3209|em-i|Fakte, Tom ne estas ema fidi la flegistinon. Kial? Ĉu vi scias, kara amiko, vi kiu sekvas ĉi tiun aventuron ekde la unua vorto? Ĉu vi scias, kial Tom ne emas fidi la flegistinon?|em -  inclined to<br>i - termination of the infinitive in verbs<br>
bakita|8370|bak-it-a|“Vi ŝatus manĝi ion, ĉu ne? Pecon da pano vi deziras, tute certe. Aŭ ĉu frukton? Jen, rigardu, mi havas pomon kaj oranĝon por vi. Kiel belaj ili estas! Plenaj je suko, evidente. Se vi estus konsentinta labori por ni, vi jam estus plene sata. Kaj jen io alia: kuko. Ĉu ne bonega, belega, manĝinda kuko? Ĵus bakita, ankoraŭ varma. Tuŝu, sentu mem, kiel plaĉe varmeta ĝi estas. Vi malsatas nur pro via stulteco. Se vi estus saĝa, vi konsentus fari la etan laboron, kiun ni petas de vi, kaj vi tuj ricevus la manĝaĵojn. Mi bedaŭras, ke vi estas tiel obstina. Estas bedaŭrinde, vidi tiel belan knabinon suferi pro malsato. Mi sincere bedaŭras vian obstinecon. Nur eta «jes», kaj ĉio estos via.”|bak -  bake<br>a - termination of adjectives<br>
fraŭlino|4162|fraŭl-in-o|“Kiel vi sentas vin?” diras fraŭlino Marta, la flegistino.|fraŭl -  bachelor<br>in -  ending of feminine words<br>o - ending of nouns (substantive)<br>
malbono|8887|mal-bon-o|“Patrino, patrineto mia, mi petegas vin. Faru, kion ili volas. Ili kaptis min. Mi ne scias, kie mi estas. Estas terure. Mi timas. Mi tiom deziras reiri hejmen. Mi petegas vin, faru tion, kion ili deziras. Se ne, ili faros malbonon al mi. Ili ne diris, kion. Ili ne volas diri. Sed mi scias, mi sentas, ke estos terure. Kompatu min, kara, kara patrino. Kompatu vian filinon. Mi timegas, rapidu, ke plej frue ili liberigu min. Ili ne volas, ke mi parolu pli longe, sed mi havas paperon kaj plumon, kaj mi tuj skribos leteron al vi. Mi nur petegas: obeu ilin!”|mal -  denotes opposites<br>bon -  good<br>o - ending of nouns (substantive)<br>
muzeo|12446|muze-o|“Ke ĝi transiru al iu Muzeo aŭ Ŝtata Institucio.”|muze -  museum<br>o - ending of nouns (substantive)<br>
dankinde|3921|dank-ind-e|“Ne dankinde,” li respondas, iom seke. Kaj li ekirigas la motoron.|dank -  thank<br>ind -  worthy of<br>e - ending of adverbs<br>
kaŝe|1592|kaŝ-e|Li ne agus tiel kaŝe, se estus nur sukero.|kaŝ -  hide, conceal, keep secret<br>e - ending of adverbs<br>
enkonduki|13744|en-konduk-i|Apliki la regulon «ju pli ofta la vorto, des pli frue enkonduki ĝin». La reguleco de esperanto ebligis tion fari tuj de la komenco. Internacia Kultura Servo en Zagreg havigis la necesajn laŭoftecajn vortlistojn, ricevitajn per statistika prilaborado de konversacioj surbendigitaj okaze de diversaj internaciaj kunvenoj.|konduk -  to conduct, lead<br>i - termination of the infinitive in verbs<br>
plenigita|11884|plen-ig-it-a|Laŭ la malnova dokumento, la trezoro troviĝis en kofro metita en kavo aranĝita en la rokoj, kaj la ŝtonoj, kiuj ĝin kovris kaj kaŝis, kuŝis laŭ preciza desegno. Fakte, la ĝusta loko estis indikita per signoj tiel multaj, kvankam diskretaj, ke la pasado de l' jarcentoj ne povu forpreni ĉiujn. Pro tiuj precizaj indikoj, la ĝusta loko estis rapide trovita. La grupo forprenis la kaŝantajn ŝtonojn. Montriĝis, ke la kavo estis plenigita per korko kaj diversaj aliaj substancoj, kies celo verŝajne estis protekti la kofron kontraŭ malsekeco.|plen -  full, complete<br>ig -  to cause to be<br>a - termination of adjectives<br>
ina|6122|in-a|“Vi pravas,” la dua respondis, “oni ĉiam rakontis pri fantomo en ĉi tiu forlasita domo. Fantomino, oni diris, kaj la voĉo estis ina. Ni rapide forkuru!”|in -  ending of feminine words<br>a - termination of adjectives<br>
nome|7468|nom-e|Mi rimarkis tre bedaŭrindan aferon, nome, ke la blondulo ne plu troviĝas en la restoracio. Li certe foriris, dum mi tiom interesiĝis pri la inter-soldata milito. Mi vere bedaŭras mian mankon de observemo. Sed kion fari? Bedaŭri ne helpas. Mi fuŝis mian taskon. Mi provos ne fuŝi ĝin alian fojon.|nom -  name<br>e - ending of adverbs<br>
regulo|13734|regul-o|Apliki la regulon «ju pli ofta la vorto, des pli frue enkonduki ĝin». La reguleco de esperanto ebligis tion fari tuj de la komenco. Internacia Kultura Servo en Zagreg havigis la necesajn laŭoftecajn vortlistojn, ricevitajn per statistika prilaborado de konversacioj surbendigitaj okaze de diversaj internaciaj kunvenoj.|regul -  rule, regulation<br>o - ending of nouns (substantive)<br>
precize|5159|preciz-e|“Kien precize vi iras? Kie vi haltos? Kie vi lasos la aŭton? Vi povus lasi min tie. Estos plej facile por vi.”|preciz -  precise<br>e - ending of adverbs<br>
ver-ŝajne|68|ver-ŝajn-e|Mi ne scias. Mi ne scias, kiu li estas. Nova studento, ver-ŝajne.|ver -  true, truth<br>ŝajn -  seem<br>e - ending of adverbs<br>
suko|8335|suk-o|“Vi ŝatus manĝi ion, ĉu ne? Pecon da pano vi deziras, tute certe. Aŭ ĉu frukton? Jen, rigardu, mi havas pomon kaj oranĝon por vi. Kiel belaj ili estas! Plenaj je suko, evidente. Se vi estus konsentinta labori por ni, vi jam estus plene sata. Kaj jen io alia: kuko. Ĉu ne bonega, belega, manĝinda kuko? Ĵus bakita, ankoraŭ varma. Tuŝu, sentu mem, kiel plaĉe varmeta ĝi estas. Vi malsatas nur pro via stulteco. Se vi estus saĝa, vi konsentus fari la etan laboron, kiun ni petas de vi, kaj vi tuj ricevus la manĝaĵojn. Mi bedaŭras, ke vi estas tiel obstina. Estas bedaŭrinde, vidi tiel belan knabinon suferi pro malsato. Mi sincere bedaŭras vian obstinecon. Nur eta «jes», kaj ĉio estos via.”|suk -  juice; sap<br>o - ending of nouns (substantive)<br>
timiga|5827|tim-ig-a|Kaj jen subite ŝi reagis. Ŝi iris al la pordo kaj ĝin batis kun plej granda forto. Ŝi faris timigan bruon, sed nenio okazis. Ŝi vokis pli kaj pli laŭte, kriis, kriegis, samtempe pied-batante la pordon, sed venis neniu respondo, neniu reago. Senespera, ŝi revenis al la lito kaj rekuŝiĝis, pli laca ol iam ajn. Dum multaj horoj ŝi restis tiel, kuŝe, kaj fine, tro laca, ŝi ekdormis.|tim -  fear<br>ig -  to cause to be<br>a - termination of adjectives<br>
atente|9555|atent-e|Paŝoj. Oni paŝas sur la strato. Gerda aŭskultas atente. Ŝi antaŭsentas, ke io grava baldaŭ okazos. Bruo de multaj homoj. Ili venas. Ili ŝajnas multaj, laŭ la bruo. Ĉu nun oni venos grupe por ŝin suferigi? Ŝlosiloj. Bruo de ŝlosiloj trans la pordo. Iu enmetas ŝlosilon en la seruron. Ŝi scias, ke ne estas ŝia kutima vizitanto. Li ne agas tiel. Li enmetas tre rapide la ŝlosilon, ĝin turnas, eniras. Ne ĉi tiu. Li provas unu fojon. Ne sukcesas. Plia bruo de ŝlosiloj. Alian fojon li provas, sen pli da sekureco. Li provas ree kaj ree per diversaj ŝlosiloj. Aŭdeblas, ke li ne konas la seruron. Kiam li enmetis ŝlosilon, li tenas ĝin laŭ diversaj direktoj, kvazaŭ li ludus per ĝi, verŝajne ĉar li esploras nekonatan seruron.|atent -  attentive<br>e - ending of adverbs<br>
gejunulo|9777|ge-jun-ul-o|“Tiuj gejunuloj multe helpis min,” la policano klarigas. “Ni ne estas sufiĉe multaj en la polico por ĉion fari, kaj ilia helpo estis tre bonvena.” Kaj li prezentas ilin: Tom, Bob, Linda. Kiam ŝi aŭdis la paŝojn, Gerda imagis, ke venas sep, ok, eble naŭ homoj, sed almenaŭ ses; fakte, ili estas nur kvar.|ge -  of both sexes<br>jun -  young<br>ul -  [sufikso] person noted for…<br>o - ending of nouns (substantive)<br>
peza|4874|pez-a|“Kompreneble ne. Mi bone komprenas vin. Fakte, mi ne estas speciale scivola. Mi komencis diri tion nur, ĉar mi trovis la silenton peza kaj la vojon pli kaj pli longa. Sed mi tute ne volus maldiskreti.”|pez -  have weight, be heavy<br>a - termination of adjectives<br>
dum|346|dum|Vi pravas. Io stranga okazas. Dum ŝi ne rigardas al li – ŝi nun rigardas al la granda spegulo – lia mano iom post iom, tre tre malrapide, proksimiĝas al ŝia taso...|
plumo|8952|plum-o|“Patrino, patrineto mia, mi petegas vin. Faru, kion ili volas. Ili kaptis min. Mi ne scias, kie mi estas. Estas terure. Mi timas. Mi tiom deziras reiri hejmen. Mi petegas vin, faru tion, kion ili deziras. Se ne, ili faros malbonon al mi. Ili ne diris, kion. Ili ne volas diri. Sed mi scias, mi sentas, ke estos terure. Kompatu min, kara, kara patrino. Kompatu vian filinon. Mi timegas, rapidu, ke plej frue ili liberigu min. Ili ne volas, ke mi parolu pli longe, sed mi havas paperon kaj plumon, kaj mi tuj skribos leteron al vi. Mi nur petegas: obeu ilin!”|plum -  pen; feather<br>o - ending of nouns (substantive)<br>
justeco|12047|just-ec-o|“Ĝi estas skribita en la Speciala Lingvo de la Frataro, sed certe homoj troviĝos, kiuj ĝin povos kompreni. La Trezoro konsistas el la arto praktike apliki kaj defendi la Veron, la Justecon, la Dignecon, la Respekton al ĉiu homo, la Interkomprenon, la Honestecon, la Amon, la Kompatemon kaj la Konon de si mem kaj de sia ĝusta loko.|just -  just, lawful, fair, righteous<br>ec -  denotes qualities<br>o - ending of nouns (substantive)<br>
riskema|7429|risk-em-a|Mi ne konas vin sufiĉe, sed via kuraĝo ne mirigas min. Bela, kuraĝa, riskema, aventurema, bonkora: vi estas la perfekta virino. Sed pri via perfekteco ni havos aliajn okazojn paroli. Kio okazis post la telera, glasa kaj turka-kafa milito?|risk -  risk, venture, take a chance<br>em -  inclined to<br>a - termination of adjectives<br>
perforte|10030|per-fort-e|“Ili volas, ke mi traduku malnovan dokumenton. Mi malkonsentis. Tiam ili opiniis, ke perforte ili sukcesos. Ili preskaŭ sukcesis. Per malsato, unue, kaj poste per la mesaĝo de mia filino. La malsato ne estis facile elportebla, kredu min, sed la mesaĝo surkaseda...! Fakte mi terure malsatas nun. Mi petas, ĉu iu el vi bonvolus iri aĉeti manĝaĵon por mi? Io ajn estos bonvena.”|fort -  strong<br>e - ending of adverbs<br>
kavo|11812|kav-o|Laŭ la malnova dokumento, la trezoro troviĝis en kofro metita en kavo aranĝita en la rokoj, kaj la ŝtonoj, kiuj ĝin kovris kaj kaŝis, kuŝis laŭ preciza desegno. Fakte, la ĝusta loko estis indikita per signoj tiel multaj, kvankam diskretaj, ke la pasado de l' jarcentoj ne povu forpreni ĉiujn. Pro tiuj precizaj indikoj, la ĝusta loko estis rapide trovita. La grupo forprenis la kaŝantajn ŝtonojn. Montriĝis, ke la kavo estis plenigita per korko kaj diversaj aliaj substancoj, kies celo verŝajne estis protekti la kofron kontraŭ malsekeco.|kav -  cavity, hollow, hole, pit<br>o - ending of nouns (substantive)<br>
serĉe|7899|serĉ-e|“Ni ne scias multon. Mi raportu jene. Du gestudentoj – Tom kaj Linda – rimarkis, ke alta blondulo metas ion en la tason de Gerda. Ili rimarkis pro lia kaŝa, ŝtela maniero agi. Iom poste, Gerda eliras el la memserva restoracio tra la pordo koridora. Tuj poste aŭdiĝas bruo, kvazaŭ iu falus. Bob, kiu aliĝis al Tom kaj Linda intertempe, eliras kune kun Tom. Ili trovas Gerdan en la koridoro: ŝi kuŝas senkonscia. Tom foriras serĉe al helpo, dum Bob gardas la junan profesorinon. Kiam Tom revenas kun la flegistino, Gerda malaperis, sed ĉifoje Bob estas senkonscia, batita alkape. Intertempe la blondulo eliris tra la alia pordo de la memserva restoracio, kaj sekvis Linda. Ŝi sukcesas kunveturi en lia aŭto, sed ne sukcesas igi lin diri ion helpan. Tamen ŝi notas la numeron, markon kaj tipon de la aŭto...”|serĉ -  search<br>e - ending of adverbs<br>
enmiksi|4005|en-miks-i|“Ne estas facile igi lin diri ion,” pensas Linda, iom zorge, sin demandante, ĉu estis saĝe enmiksi sin en tiun aventuron. Ŝi forte deziras lin paroligi, sed samtempe timas malkontentigi lin. Neniam estas facile trovi plene kontentigan manieron agi.|miks -  mix, blend, combine<br>i - termination of the infinitive in verbs<br>
procento|13911|procent-o|Redukti plej severe, en ĉiu instru-unuo, la proporcion de novaj lernendaĵoj. Tiel, ĉiu nove enkondukata elemento estas kvazaŭ portata de la tuta kunteksto. En ĉi tiu libro, novaj vortoj aperas tiamaniere, ke, asimilinte la enhavon de la unua ĉapitro, la lernanto jam komprenas almenaŭ 82 procentojn de ĉapitroj 2 ĝis 8; 89 procentojn de ĉapitroj 9 ĝis 12; kaj 92 procentojn de la tekstoj post ĉapitro 12. Fakte, la lasta ĉapitro enhavas nur 3 procentojn da novaj radikoj.|o - ending of nouns (substantive)<br>
furioze|9278|furioz-e|Kaj se vi rakontos ĝin en la lernejo, ne estos pli bone por vi. Mi plorigos vin tute same. Mi malpurigos viajn vestojn, kaj via patrino krios furioze kiam vi revenos hejmen. Mi kuŝigos vin en akvo kaj sidos sur via kapo. Mi kaptos vin per mia speciala kaptilo kaj veturigos vin en la montaron kaj forlasos vin tie, kaj vi estos tute sola kaj perdita, kaj vi ploros. Vi...|furioz -  furious, raging<br>e - ending of adverbs<br>
